Caulfield North,-37.87167572,145.0208628,1435268,855,353,1106,839,21,788,,,
Caulfield South,-37.89457582,145.0248582,1049436,923,366,1319,842,29,743,,,
Cavendish,-37.527032,142.0399892,1514200,5,23310,23923,57533,40,212273,,,
Ceres,-38.16810061,144.2711397,748050,20,4922,3482,4797,40,3403,,,
Chadstone,-37.88141993,145.10113,790508,625,563,1443,1625,28,1056,,,
Chapple Vale,-38.615757,143.308085,630000,1,38681,38874,44733,40,80262,,,
Charlemont,-38.198949,144.369156,280000,1,2846,3625,2859,40,3655,,,
Charlton,-36.26717421,143.3471606,369029,52,869,78400,38302,46,190541,,,
Chartwell,-37.79553604,144.6426544,502000,1,5645,5655,7101,37,8071,,,
Chatsworth,-37.85716,142.644522,220000,1,29070,58323,60380,40,148270,,,
Chelsea,-38.04940046,145.1212518,595942,489,568,889,785,51,2904,,,
Chelsea Heights,-38.04304694,145.1348897,502912,405,484,2183,493,51,2883,,,
Cheltenham,-37.96493105,145.0652425,726935,1563,549,1183,663,39,898,,,
Cherokee,-37.390573,144.6403396,1096200,5,8780,11414,10212,50,22258,,,
Cheshunt,-36.810275,146.454124,280000,1,36823,36816,37472,66,84306,,,
Chetwynd,-37.2781428,141.4195636,961500,1,29003,74406,29371,40,381633,,,
Chewton,-37.08255861,144.2588513,537523,64,4011,25232,4445,50,69063,,,
Chewton Bushlands,-37.084389,144.294227,1310000,1,6766,23017,7233,50,67041,,,
Chiltern,-36.15263842,146.6046227,258673,104,16685,25592,23227,57,23519,,,
Chiltern Valley,-36.1392385,146.547033,352500,2,12099,20981,21879,57,28521,,,
Chintin,-37.39756126,144.8455705,536000,6,9872,15276,11051,50,12915,,,
Chirnside Park,-37.75280228,145.3166845,533026,907,876,1263,1860,58,1236,,,
Christmas Hills,-37.65094124,145.323246,531643,7,4550,11862,11910,59,12622,,,
Chum Creek,-37.62418257,145.4945475,571984,32,3833,18571,4072,60,19273,,,
Churchill,-38.31189174,146.4158216,212305,439,868,930,8451,80,84150,,,
Clarendon,-37.6978551,143.9785822,833800,5,11593,17642,18823,40,53488,,,
Clarinda,-37.93901001,145.1050316,662718,332,490,679,1389,39,1912,,,
Clarkefield,-37.4855721,144.7790257,774833,6,3305,11611,11097,50,11571,,,
Clarkes Hill,-37.4922015,143.987567,386500,2,11201,13036,16433,40,44760,,,
Clayton,-37.91972604,145.1233653,802334,728,421,1161,713,39,690,,,
Clayton North,-37.90606859,145.1305779,790000,4,454,1841,1083,37,1128,,,
Clayton South,-37.93901322,145.1253735,638658,595,507,1175,1668,41,1256,,,
Clematis,-37.93176266,145.4202519,479500,52,1895,2269,1896,66,12540,,,
Clifton Creek,-37.7145835,147.6607865,287000,4,11081,12585,34743,80,190180,,,
Clifton Hill,-37.79077114,144.9969315,998434,493,633,1697,921,13,1385,,,
Clifton Springs,-38.15652175,144.5692759,434051,1055,1852,1859,15632,40,14511,,,
Clonbinane,-37.29811968,145.0722248,380125,24,7356,14830,12427,46,15144,,,
Cloverlea,-38.24016851,146.0033728,392500,2,6758,10666,10100,80,47690,,,
Club Terrace,-37.5474455,148.937437,118125,4,45046,125852,74864,80,242201,,,
Clunes,-37.29223069,143.7830185,461247,235,1535,26453,30214,40,71922,,,
Clyde,-38.12870959,145.3276615,474049,71,3601,1435,4336,67,4641,,,
Clyde North,-38.10183519,145.3298551,452650,313,2022,993,2673,67,2646,,,
Clydebank,-38.05129899,147.1864927,185000,2,12114,13067,64850,80,147133,,,
Clydesdale,-37.1763646,144.0848887,523833,6,17407,19106,17573,46,63706,,,
Coalville,-38.237002,146.263095,92500,1,6176,6846,9916,80,68922,,,
Cobains,-38.09021975,147.1349905,416250,4,5012,6661,59659,80,142605,,,
Cobaw,-37.2775615,144.6373178,571500,4,9338,12940,8572,50,39634,,,
Cobden,-38.32820885,143.0771965,457308,104,927,12522,11562,40,97411,,,
Cobram,-35.91886225,145.6552779,289983,294,956,1233,1008,50,111213,,,
Cobram East,-35.9757965,145.72429,379000,2,9265,9355,9360,50,103896,,,
Cobrico,-38.29592866,143.0195111,390250,2,6259,13477,12277,40,102796,,,
Cobungra,-37.0887952,147.4129624,286500,2,16433,56970,44013,80,117584,,,
Coburg,-37.74377552,144.9625602,1909602,1768,403,1021,754,28,3075,,,
Coburg North,-37.72659296,144.9685304,588070,519,585,1332,1828,31,2615,,,
Cochranes Creek,-36.700979,143.515883,220000,1,26046,43342,58668,37,135785,,,
Cockatoo,-37.93712023,145.4953839,461061,610,1196,4662,4894,71,14137,,,
Codrington,-38.220668,141.98465,290000,1,27765,36081,36488,40,193533,,,
Coghills Creek,-37.37180477,143.7470304,604167,3,8839,19361,22489,40,69810,,,
Cohuna,-35.80734449,144.2171977,267283,219,730,28328,771,50,190997,,,
Coimadai,-37.5848076,144.4559192,492200,5,8527,9984,10095,46,10154,,,
Colac,-38.34100381,143.5830138,335103,1033,886,1091,41441,40,53386,,,
Colac Colac,-36.233144,147.852878,771000,1,5925,71689,52420,80,88044,,,
Colac East,-38.33552856,143.5985131,220000,2,843,1320,40679,40,52131,,,
Colac West,-38.322598,143.530725,930000,1,4895,5086,35625,40,58196,,,
Colbinabbin,-36.58636536,144.8018323,154333,9,18719,37536,55590,50,93193,,,
Coldstream,-37.72824487,145.38514,456029,119,3660,4133,3681,60,4208,,,
Coleraine,-37.60120598,141.6927689,251427,62,473,33144,26495,40,236379,,,
Colignan,-34.52152155,142.36904,348750,12,28974,40472,41988,50,398158,,,
Collingwood,-37.79935608,144.9889318,775716,324,298,651,542,11,520,,,
Combienbar,-37.415686,149.011375,335000,1,59369,110498,58852,80,217985,,,
Condah,-37.95209435,141.7486361,950000,2,22497,33492,50972,40,219290,,,
Congupna,-36.30458298,145.43194,459000,9,7632,9003,6389,50,129611,,,
Connewarre,-38.25548763,144.407439,730769,13,7389,8261,9229,40,8616,,,
Coolaroo,-37.66026742,144.9322541,310881,232,580,2125,604,40,1176,,,
Cooma,-36.421925,145.087759,385000,1,12546,12682,28721,50,110550,,,
Coomboona,-36.284004,145.278101,148000,1,14257,13098,14527,50,128263,,,
Coomoora,-37.33390369,144.193352,455667,12,4237,4689,4237,46,43728,,,
Coongulla,-37.89398908,146.7840511,226661,42,9119,18665,45292,80,113575,,,
Cooriemungle,-38.5780766,143.1307858,468100,5,16921,38624,38121,40,94211,,,
Cora Lynn,-38.14805181,145.6069664,705875,8,11066,12909,13794,80,12867,,,
Coragulac,-38.26520341,143.5240513,282250,8,9781,9839,33894,40,60115,,,
Coral Bank,-36.617943,147.1042035,829000,2,15634,17893,15794,80,58600,,,
Corindhap,-37.86727625,143.7400133,273000,4,25260,31042,35109,40,71541,,,
Corinella,-38.4138258,145.4339632,292132,171,8437,20818,30801,101,35978,,,
Corio,-38.07239354,144.3567612,265004,1604,656,979,8743,40,1031,,,
Coronet Bay,-38.4355247,145.4423773,315970,184,9409,22538,32963,101,38938,,,
Corop,-36.45559454,144.7924666,911571,7,13393,27806,35520,50,107662,,,
Cororooke,-38.28871907,143.522772,390800,20,7760,7855,34133,40,59599,,,
Corryong,-36.19605618,147.9007131,300463,108,779,68956,47467,80,91856,,,
Corunnun,-38.2717149,143.5135674,270000,1,9698,9785,33057,40,60816,,,
Cosgrove,-36.418338,145.636454,395000,1,19333,19249,21243,50,125044,,,
Cosgrove South,-36.4152191,145.6130494,235000,1,17210,17126,19146,50,124394,,,
Costerfield,-36.8737115,144.7955235,182500,2,9351,34369,34470,50,62038,,,
Cottles Bridge,-37.60557281,145.2254383,727310,29,4192,9500,15412,57,9589,,,
Cowes,-38.45641309,145.2273091,459584,1348,1479,1474,29147,101,28206,,,
Cowwarr,-38.01199764,146.6917237,393143,14,9025,24256,29985,80,103979,,,
Craigieburn,-37.58972484,144.9232127,381324,4065,918,1058,1704,46,1269,,,
Cranbourne,-38.09964549,145.2753564,347988,2462,732,953,2108,67,1720,,,
Cranbourne East,-38.10581212,145.3044674,436169,1014,989,927,1411,67,1818,,,
Cranbourne North,-38.07691355,145.292603,390020,1513,753,888,2266,66,1487,,,
Cranbourne South,-38.15143747,145.2511812,623811,66,3922,4271,6484,67,4841,,,
Cranbourne West,-38.10074555,145.2574197,352368,857,1019,1185,2633,66,2295,,,
Cremorne,-37.82744995,144.9931705,807571,7,324,1140,1095,8,1141,,,
Creswick,-37.41925886,143.8906276,362703,349,1251,14083,15861,40,56171,,,
Creswick North,-37.428135,143.889475,435000,2,961,13149,14849,40,55750,,,
Crib Point,-38.35488875,145.1968527,376115,342,641,5149,14661,97,19293,,,
Crossley,-38.31572793,142.3349291,558500,6,3822,10689,14100,40,162078,,,
Crossover,-38.0618156,145.963219,491000,5,5118,11318,12246,80,39996,,,
Croydon,-37.79345537,145.2851944,628670,2145,649,986,1684,52,1146,,,
Croydon Hills,-37.77549232,145.2671986,608972,412,983,2110,3410,51,2214,,,
Croydon North,-37.7716486,145.2826026,612614,683,804,1141,2971,52,1134,,,
Croydon South,-37.81531117,145.2748103,565295,468,579,1824,1181,49,1257,,,
Cudgee,-38.342578,142.6513883,721250,4,12790,12145,15307,40,134328,,,
Cudgewa,-36.17617688,147.7763258,389375,8,12118,75126,48719,80,80625,,,
Culgoa,-35.71718174,143.1070306,495788,8,32976,58465,58441,50,258698,,,
Cullulleraine,-34.27677137,141.5898143,332333,6,35782,51067,53796,50,262945,,,
Curdies River,-38.451627,142.954889,260000,1,4337,29795,28772,40,107733,,,
Curlewis,-38.17207442,144.5437526,593587,63,1901,977,13191,40,13648,,,
Daisy Hill,-37.11017174,143.7329385,779000,11,7088,6915,34269,40,88591,,,
Dales Creek,-37.52030577,144.3032546,531926,34,11295,21019,11367,40,20992,,,
Dallas,-37.67083786,144.9348224,330746,492,428,1763,925,40,738,,,
Dalmore,-38.17980517,145.4085162,430000,3,4632,7699,12605,80,11805,,,
Dalyston,-38.56246383,145.5456061,265618,38,5977,5821,49452,101,56096,,,
Dandenong,-37.98194658,145.2120592,481186,1162,552,1148,908,53,1404,,,
Dandenong North,-37.95679523,145.2114011,464988,1702,531,2313,1008,51,2585,,,
Dandenong South,-37.99850154,145.2053198,412444,36,1347,1745,1965,54,1762,,,
Dargo,-37.46780683,147.2399505,368750,4,52095,52615,80823,80,152777,,,
Darley,-37.65257495,144.431495,509032,62,1426,2748,2837,40,2689,,,
Darnum,-38.18755499,146.0052678,388233,30,5405,6982,7096,80,45760,,,
Darraweit Guim,-37.40910602,144.8886066,476475,20,7559,8117,8482,50,8165,,,
Darriman,-38.452867,147.0366,132500,1,40268,38585,55620,80,140466,,,
Dartmoor,-37.92315015,141.2736003,434463,27,38448,55132,38448,40,387350,,,
Dartmouth,-36.53533787,147.4938659,384000,22,39307,70898,36963,80,71643,,,
Dawson,-37.976764,146.664723,480000,1,10446,26536,31769,80,101936,,,
Daylesford,-37.34281781,144.1438985,532362,416,1243,1416,1482,39,45270,,,
Dean,-37.45800867,143.96542,457667,3,7238,14364,15164,40,48279,,,
Deans Marsh,-38.40150549,143.89418,571462,26,11463,28568,17782,40,25867,,,
Dederang,-36.456733,146.995318,350000,1,21132,26728,26292,73,38426,,,
Deep Lead,-37.021386,142.687716,238500,2,9053,9057,95095,40,202808,,,
Deepdene,-37.81208676,145.0656652,1772106,33,323,1528,408,27,1894,,,
Deer Park,-37.76758656,144.7658172,378246,1519,769,996,1760,34,1201,,,
Delacombe,-37.58488975,143.8160135,337836,444,1206,2186,3681,40,72383,,,
Delahey,-37.71809922,144.7723482,377914,669,810,1564,2861,38,1217,,,
Denison,-38.02657184,146.8491217,237875,8,7109,13330,39389,80,117676,,,
Dennington,-38.35627257,142.4480829,427739,44,3546,454,3433,40,151959,,,
Denver,-37.28116106,144.2939328,529000,5,12144,13811,12144,46,45670,,,
Dereel,-37.826437,143.7620404,578353,34,21375,26210,30278,40,60534,,,
Derrimut,-37.79056044,144.7622539,456498,610,1415,1226,3829,32,1290,,,
Derrinal,-36.873333,144.622073,457000,1,9342,32977,31597,50,67749,,,
Derrinallum,-37.94627199,143.2131292,521926,27,31912,32326,32084,40,99451,,,
Devenish,-36.3316722,145.8948664,189200,5,25378,25595,26429,50,89880,,,
Devon Meadows,-38.16360897,145.3044228,563930,43,5648,5236,7232,67,6342,,,
Devon North,-38.52167068,146.6393015,377611,18,5340,5903,37856,80,111243,,,
Dewhurst,-37.97781105,145.4712244,647667,6,5059,6072,5734,72,9658,,,
Diamond Creek,-37.67379916,145.1530696,592216,1066,665,911,5468,49,1189,,,
Digby,-37.80163533,141.531598,1213333,3,25859,43804,26480,40,242121,,,
Diggers Rest,-37.62343193,144.7149231,448185,224,4790,5199,5810,46,5310,,,
Diggora West,-36.36984,144.511857,177500,1,16483,34052,33400,50,123135,,,
Dimboola,-36.45151331,142.031049,188811,149,944,32807,33071,40,289024,,,
Dingee,-36.3714004,144.227038,295800,5,38026,37880,43516,50,133673,,,
Dingley Village,-37.98048738,145.127963,678405,961,517,922,4068,45,2171,,,
Dinner Plain,-37.02380126,147.2410106,353170,50,18235,41429,31787,80,105190,,,
Dixons Creek,-37.60095056,145.4149762,915714,7,6447,18127,11430,60,18169,,,
Docker,-36.517555,146.358196,310000,1,18093,17891,18463,57,62733,,,
Docklands,-37.81973985,144.9419402,1414150,20,343,561,579,7,422,,,
Dollar,-38.569588,146.177421,216000,1,8947,22792,10252,80,81207,,,
Don Valley,-37.7531708,145.5902962,454524,42,3517,3854,12925,66,20829,,,
Donald,-36.3704575,142.9852247,336633,79,723,78361,72559,40,194256,,,
Doncaster,-37.78465473,145.1236006,940500,1371,660,1012,1235,32,990,,,
Doncaster East,-37.78088917,145.1632195,847496,1951,583,964,1468,38,1150,,,
Donnybrook,-37.527826,144.949703,510000,1,5849,5809,6715,46,5834,,,
Donvale,-37.79123736,145.1859861,913347,842,948,1391,1123,40,2127,,,
Dooen,-36.66216043,142.2426156,185714,7,6658,7315,28358,40,258938,,,
Dookie,-36.32971943,145.6858237,213321,14,34556,24270,33609,50,135829,,,
Doreen,-37.59631328,145.1274004,534916,1592,1315,1532,11360,53,6650,,,
Doveton,-37.98959681,145.2396873,386966,910,426,1558,1855,56,1863,,,
Dreeite,-38.19341,143.474288,135000,1,18862,18913,29793,40,66722,,,
Driffield,-38.28528488,146.306301,776000,2,9876,9614,10077,80,74148,,,
Dromana,-38.33921662,144.9704837,527457,1057,1214,4388,3946,73,7445,,,
Drouin,-38.13093455,145.8530997,1784616,1580,1033,1316,1634,80,31258,,,
Drouin East,-38.14071956,145.887034,442800,10,2474,2896,2590,80,34385,,,
Drouin South,-38.1911359,145.8290195,833000,5,6706,6846,6757,80,31638,,,
Drouin West,-38.08876638,145.8573314,502333,6,4642,5165,5596,80,30836,,,
Drumborg,-38.066125,141.571725,115000,1,8844,31184,31655,40,231803,,,
Drumcondra,-38.13099626,144.3534504,824595,42,427,887,2211,40,1929,,,
Drummond,-37.23021064,144.3156851,505870,27,13029,12606,13500,47,52266,,,
Drummond North,-37.20928379,144.3163194,617000,9,14523,14130,14719,48,54563,,,
Drung,-36.77016233,142.3071557,224500,3,10864,11782,32874,40,246118,,,
Drysdale,-38.17182685,144.5692782,551399,457,754,854,15427,40,13094,,,
Dumbalk,-38.53201721,146.0981107,370779,34,9168,14794,17028,80,73364,,,
Dumbalk North,-38.503803,146.17225,267500,2,16101,20098,17510,80,75994,,,
Dunach,-37.21906433,143.737341,542333,3,10102,18929,38400,40,80114,,,
Dunkeld,-37.64988312,142.340678,374345,29,29031,29633,81749,40,182461,,,
Dunnstown,-37.59161433,143.9593522,412375,8,7527,8742,9864,40,48276,,,
Dunolly,-36.85918528,143.7350353,526778,133,1324,20923,32909,46,110119,,,
Durham Lead,-37.70370942,143.8828654,676571,14,8895,12213,15959,40,60085,,,
Dutson,-38.17324,147.167694,278000,1,10290,11853,60946,80,145866,,,
Dutton Way,-38.29741288,141.6243537,632400,5,5047,5713,6248,40,224093,,,
Eagle Point,-37.89671966,147.6841083,327146,106,4371,9290,27929,80,209797,,,
Eaglehawk,-36.71573732,144.2576625,295670,517,1010,5470,5770,50,100472,,,
Eaglemont,-37.7639394,145.0608873,1409388,295,492,877,771,26,1063,,,
East Bairnsdale,-37.82766738,147.6493255,334391,23,1228,1680,31286,80,201531,,,
East Bendigo,-36.75036255,144.3029191,314655,110,845,1078,1137,50,94939,,,
East Geelong,-38.16179671,144.3757976,446157,731,587,1576,1348,40,1379,,,
East Melbourne,-37.81414419,144.9863931,1749556,151,259,929,222,7,536,,,
East Wangaratta,-36.365185,146.38117,740000,1,4987,5325,5282,57,50740,,,
East Warburton,-37.73015142,145.7549586,320371,93,5696,13791,21974,74,43131,,,
Eastern View,-38.47000363,144.0515975,1954167,6,5653,28015,10413,40,14079,,,
Eastwood,-37.81366254,147.6334529,347474,115,635,1398,32944,80,199586,,,
Ebden,-36.1558515,147.0198005,1512500,2,11174,12321,11257,60,13027,,,
Echuca,-36.13934857,144.7442563,356750,1766,1917,2354,2254,50,143112,,,
Echuca East,-36.13658142,144.7667847,315000,1,1058,1563,1623,50,143115,,,
Echuca Village,-36.1333862,144.8135186,455000,5,5367,5672,5929,50,142980,,,
Echuca West,-36.1677685,144.6650975,316500,2,8503,9132,8616,50,141316,,,
Ecklin South,-38.42467499,142.9230652,255000,1,8383,29206,28102,40,110421,,,
Eddington,-36.88299773,143.8454484,439500,4,10437,20452,23079,46,102607,,,
Eden Park,-37.49865908,145.0656945,722349,83,4953,10601,12231,47,4963,,,
Edenhope,-37.03195252,141.2947479,530605,76,1180,49772,1444,40,354592,,,
Edgecombe,-37.18359433,144.461947,568667,3,7354,7424,7405,50,49844,,,
Edi,-36.6360565,146.4300265,308000,2,38394,32301,32894,60,68610,,,
Edithvale,-38.03822956,145.1143706,682213,487,481,1837,1066,50,3830,,,
Eganstown,-37.3551419,144.0768947,313000,6,6029,5903,6390,40,47855,,,
Eildon,-37.23023433,145.9013864,342992,185,1031,72331,25283,60,75925,,,
Elaine,-37.75711596,144.0385021,565923,13,20258,25644,24021,40,44099,,,
Eldorado,-36.31200664,146.5206207,277500,11,15764,18302,15906,57,37026,,,
Elevated Plains,-37.2901,144.1317235,837500,2,5416,5852,5523,46,50711,,,
Elingamite,-38.3344744,143.005757,1057500,2,6195,17038,15894,40,103554,,,
Elingamite North,-38.32526779,143.004776,245000,1,6243,16417,15253,40,103722,,,
Ellaswood,-37.78846567,147.56853,370333,3,5498,6863,39142,80,195032,,,
Ellerslie,-38.124085,142.6772697,221000,3,12984,32400,32574,40,135738,,,
Elliminyt,-38.36370391,143.5861253,470343,172,2551,2662,39855,40,52835,,,
Ellinbank,-38.25642625,145.9254228,578750,4,9394,10533,9394,80,42454,,,
Elmhurst,-37.17998431,143.2504543,529938,16,30167,30830,30280,40,143368,,,
Elmore,-36.49341753,144.6117816,243439,106,554,35148,40695,50,107254,,,
Elphinstone,-37.10084717,144.3344126,748795,39,10785,19493,11249,50,63532,,,
Elsternwick,-37.88626832,145.0076593,1268067,744,327,690,489,18,946,,,
Eltham,-37.71199697,145.1559506,648778,1706,792,1407,4843,45,1504,,,
Eltham North,-37.69691029,145.1407688,650015,468,1004,1333,3261,46,2048,,,
Elwood,-37.88041465,144.9858436,1382212,722,339,1251,669,15,969,,,
Emerald,-37.92755675,145.4485906,523118,699,1569,1543,1662,66,14726,,,
Emu,-36.732281,143.443736,737000,2,21448,43829,67885,40,137039,,,
Emu Creek,-36.834262,144.3454568,576000,5,3578,7444,9622,50,85349,,,
Endeavour Hills,-37.97718958,145.2606952,442747,1786,597,1125,2943,57,1177,,,
Enfield,-37.7290485,143.802028,448932,44,13590,14774,18868,40,65335,,,
Ensay,-37.37776831,147.8445024,252500,8,37731,53229,56834,80,164200,,,
Eppalock,-36.85420587,144.4679142,433273,33,11041,19469,18833,50,76894,,,
Epping,-37.63779582,145.0325746,408488,2194,812,1443,2106,45,1331,,,
Epsom,-36.70474382,144.313485,358934,410,1123,1171,6179,50,98371,,,
Erica,-37.97663276,146.3730742,535167,18,23868,24078,32124,80,76536,,,
Eskdale,-36.4649336,147.2506598,220800,10,28563,39127,31797,80,50580,,,
Essendon,-37.75040362,144.9091831,1047451,1320,345,1045,824,22,1309,,,
Essendon North,-37.73829862,144.9014009,792109,128,314,575,384,23,721,,,
Essendon West,-37.75254299,144.886767,802835,115,470,1703,1717,19,1343,,,
Eumemmerring,-37.99826153,145.2484244,432026,153,875,827,2141,59,1912,,,
Eureka,-37.56547318,143.8819324,267857,7,1167,1282,2468,40,70364,,,
Euroa,-36.75408573,145.5717766,277956,351,909,41702,45432,48,90139,,,
Eurobin,-36.62743674,146.8315688,904000,4,12548,11946,12332,72,55664,,,
Evansford,-37.25143338,143.6252089,534182,11,15223,24774,29356,40,90554,,,
Everton,-36.42759567,146.5486018,338000,9,14520,21614,15489,60,43747,,,
Everton Upper,-36.398141,146.564318,289000,1,11747,23218,12603,60,40341,,,
Exford,-37.7179941,144.5359075,1098750,4,3814,4132,10192,37,4174,,,
Eynesbury,-37.78542923,144.5560976,657808,172,9890,10566,10067,40,10510,,,
Fairfield,-37.77473259,145.0203903,911455,368,305,1742,661,19,1733,,,
Fairhaven,-38.46508951,144.0854924,1009802,86,2776,25273,12770,40,11324,,,
Fairy Dell,-36.34106827,144.7434387,348000,1,4550,23372,22570,50,120944,,,
Falls Creek,-36.863835,147.276064,200000,1,252,32057,16318,80,89768,,,
Faraday,-37.07006624,144.3032752,712444,9,7445,23868,7888,50,67912,,,
Fawkner,-37.70534343,144.9689484,474690,917,490,1746,3021,34,967,,,
Fern Hill,-37.370246,144.390597,518333,3,5858,14591,5858,46,34170,,,
Fernbank,-37.867047,147.3241143,455333,3,34130,35182,59423,80,197720,,,
Ferndale,-38.308226,145.921133,374000,1,16628,16274,15124,80,45317,,,
Ferntree Gully,-37.88393559,145.277414,507775,2438,753,1126,1494,54,1432,,,
Ferny Creek,-37.87942478,145.3361454,564155,220,2396,3457,2620,60,6983,,,
Fingal,-38.40822504,144.8545037,811108,83,4596,4585,5869,64,6170,,,
Fish Creek,-38.69797055,146.0842925,272862,29,9819,27521,11647,80,86602,,,
Fitzroy,-37.79966199,144.9793541,1091153,428,190,336,417,10,387,,,
Fitzroy North,-37.7838974,144.9834489,1088541,784,263,1518,861,18,509,,,
Flaggy Creek,-37.754463,147.485713,485000,1,13436,14967,47155,80,189177,,,
Flemington,-37.78452324,144.9285293,736200,450,297,478,1026,15,539,,,
Flinders,-38.47013413,145.0127884,941367,180,9835,15651,15538,93,16090,,,
Flora Hill,-36.77811871,144.2931333,314498,409,523,1287,2241,50,93120,,,
Flowerdale,-37.35401704,145.2897289,335688,64,18658,29557,20037,57,23855,,,
Flynn,-38.1679425,146.6875078,552750,4,7359,13230,19612,80,103997,,,
Flynns Creek,-38.273086,146.63468,445000,1,11977,12056,15344,80,101360,,,
Footscray,-37.79687451,144.8933723,630414,997,326,914,820,17,885,,,
Forest Hill,-37.83876051,145.1719163,697462,913,411,699,982,37,713,,,
Forge Creek,-37.9457782,147.6267993,535000,4,9214,13558,33933,80,213256,,,
Forrest,-38.51760408,143.7139681,337283,30,22582,22558,23432,40,43319,,,
Foster,-38.65320159,146.201567,314138,177,759,29810,1076,80,89307,,,
Foster North,-38.61102266,146.1684841,478500,2,7008,30526,8433,80,84108,,,
Fosterville,-36.690524,144.440542,315000,1,14768,11008,14821,50,93395,,,
Framlingham,-38.2409185,142.6986845,971500,2,20300,21981,24024,40,131383,,,
Franklinford,-37.237438,144.1091605,587500,2,11579,11983,11688,46,56747,,,
Frankston,-38.14983161,145.1486323,3791422,4457,710,1202,920,69,1002,,,
Frankston North,-38.12120678,145.1561197,8344900,802,661,2066,3172,61,2355,,,
Frankston South,-38.17028524,145.1264711,1461623,2507,1098,2397,2146,69,1832,,,
Freeburgh,-36.7724022,147.0308926,1153318,11,8058,8138,7293,80,73232,,,
French Island,-38.35335382,145.323834,478900,10,10677,10906,20293,101,26067,,,
Freshwater Creek,-38.26851309,144.258386,1126273,11,6586,8174,10672,40,8099,,,
Fryerstown,-37.13994562,144.2552439,513000,9,8847,21924,9140,50,64283,,,
Fulham,-38.0909555,146.993247,595000,2,6234,6309,47695,80,130201,,,
Fumina,-37.976434,146.137279,805000,1,16591,24377,28541,80,56105,,,
Fyansford,-38.1391981,144.2977111,624800,10,3113,2640,4332,40,2672,,,
Gainsborough,-38.24402,145.978271,555000,2,9158,9944,9158,80,45875,,,
Gapsted,-36.505971,146.678267,1700000,1,7209,7501,6972,60,45242,,,
Gardenvale,-37.89840652,145.0091428,1086750,20,296,950,458,19,920,,,
Garfield,-38.09142788,145.6784773,592362,177,3672,15348,16798,80,15390,,,
Garfield North,-38.05552017,145.6803364,956667,9,5818,15953,18434,80,15301,,,
Garibaldi,-37.73468637,143.8547313,685143,7,12608,15172,19165,40,61853,,,
Garvoc,-38.3001024,142.8260756,1238000,5,10028,27067,28133,40,119520,,,
Geelong,-38.15254638,144.3626416,666115,453,373,1050,681,40,991,,,
Geelong West,-38.13932668,144.3436263,481514,993,372,492,1522,40,1806,,,
Gellibrand,-38.53260576,143.5472188,611750,12,21125,21510,46126,40,57772,,,
Gellibrand Lower,-38.704305,143.254238,340000,1,34055,49556,53027,40,87950,,,
Gembrook,-37.95116974,145.5549622,497940,233,6062,10462,11061,76,13223,,,
Genoa,-37.47952,149.6209043,192667,3,14893,52746,65010,80,229909,,,
Georges Creek,-36.163401,147.28114,390000,1,10438,29298,32101,73,36147,,,
Gerang Gerung,-36.3720306,141.8841795,248000,1,15706,47238,21429,40,304316,,,
Gherang,-38.31260348,144.0824579,726344,16,11397,25906,26004,40,13941,,,
Gheringhap,-38.077183,144.233971,760000,1,5938,6553,5938,40,11294,,,
Giffard,-38.425401,147.075431,675000,1,39850,35485,57357,80,142830,,,
Gilderoy,-37.85712833,145.7192083,354667,3,12024,12564,28672,80,29588,,,
Gipsy Point,-37.48111725,149.6898041,345000,1,10281,50145,63181,80,231388,,,
Girgarre,-36.3947585,144.974982,143421,19,10835,11232,35020,50,113152,,,
Girgarre East,-36.432312,145.101611,238000,1,14057,14171,27779,50,109515,,,
Gisborne,-37.49223448,144.5935398,645288,916,1435,1636,1610,48,15449,,,
Gisborne South,-37.54710221,144.6212739,892727,55,6861,7103,7552,47,10600,,,
Gladstone Park,-37.68967888,144.8923536,433621,856,898,899,1102,35,917,,,
Gladysdale,-37.8209655,145.6524536,849650,20,5529,5596,22112,73,29882,,,
Glen Alvie,-38.498011,145.646237,428000,1,12905,12888,43718,67,53614,,,
Glen Huntly,-37.89211029,145.0406811,974638,105,338,472,1465,33,437,,,
Glen Iris,-37.8562391,145.0668369,1363398,1766,566,1632,787,26,1979,,,
Glen Park,-37.517225,143.928614,418000,2,5933,7244,8269,40,48345,,,
Glen Waverley,-37.88077659,145.1672758,1025709,3151,579,1159,1461,35,1019,,,
Glenaire,-38.778894,143.432053,482000,1,20162,50415,65556,40,77941,,,
Glenalbyn,-36.469499,143.770049,1100000,1,15164,56644,40020,50,149856,,,
Glenaroua,-37.119652,145.044872,565000,1,9346,13277,13296,50,33039,,,
Glenbrae,-37.355011,143.522907,1390000,1,14953,31291,15027,40,113085,,,
Glenburn,-37.4118941,145.4271073,1186462,13,14440,36244,21122,57,36744,,,
Glendaruel,-37.34828,143.7219235,639000,2,7545,22611,25783,40,73013,,,
Glenfyne,-38.39699132,143.0061831,1072500,2,9398,22255,21240,40,103178,,,
Glengarry,-38.1241764,146.5761988,344469,49,8105,8588,14004,80,93881,,,
Glengarry West,-38.120947,146.575048,77000,1,8489,8706,14116,80,93745,,,
Glenhope,-37.0697385,144.612254,358500,2,17601,24455,24335,50,50197,,,
Glenlofty,-37.123576,143.195353,956000,1,29048,29620,38007,40,151314,,,
Glenluce,-37.198774,144.240707,180000,1,14899,18194,15100,46,55807,,,
